rank,county,parcel_id,item_id,address,city,buildability_gate,title_lien_tier,requires_attorney_review,recorder_search_url,ucc_search_url,rtc_3712_reference_url,title_report_ordered,recorder_chain_checked,ucc_checked,irs_lien_checked,special_assessment_checked,occupancy_verified,attorney_review_complete
790,Riverside,243590001,39,7318 CRYSTAL VIEW TERR RIVERSIDE 92506,Crystal View Terr Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
791,Riverside,154351006,14,6757 WESTERN AVE RIVERSIDE 92505,Western Ave Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
792,Riverside,278110057,60,7550 WILDLIFE RD CORONA 92881,Wildlife Rd Corona,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
793,Riverside,309360042,76,23675 PICO AVE MENIFEE 92585,Pico Ave Menifee,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
794,Riverside,317030001,87,19280 DAY ST PERRIS 92570,Day St Perris,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
795,Riverside,674191002,822,37043 FERBER DR RANCHO MIRAGE 92270,Ferber Dr Rancho Mirage,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
796,Riverside,637044008,665,77431 MICHIGAN DR PALM DESERT 92211,Michigan Dr Palm Desert,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
797,Riverside,614321017,634,49055 TAYLOR ST INDIO 92201,Taylor St Indio,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
798,Riverside,604100021,627,79435 N SUNRISE RIDGE DR LA QUINTA 92253,N Sunrise Ridge Dr La Quinta,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
799,Riverside,773212021,896,52195 AVENIDA RUBIO LA QUINTA 92253,Avenida Rubio La Quinta,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
800,Riverside,645291022,685,73200 DILLON RD DSRT HOT SPG 92241,Dillon Rd Dsrt Hot Spg,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
801,Riverside,318221005,90,20380 BROWN ST PERRIS 92570,Brown St Perris,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
802,Riverside,341170007,108,24500 LAS FLORES DR CANYON LAKE 92587,Las Flores Dr Canyon Lake,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
803,Riverside,355132018,158,23036 BLUE BIRD DR CANYON LAKE 92587,Blue Bird Dr Canyon Lake,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
804,Riverside,535213032,569,904 MONTCLAIR DR BANNING 92220,Montclair Dr Banning,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
805,Riverside,465170027,469,34530 OLIVE AVE WINCHESTER 92596,Olive Ave Winchester,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
806,Riverside,768100017,893,50410 JALISCO AVE COACHELLA 92236,Jalisco Ave Coachella,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
807,Riverside,630181032,640,73123 ALICE MARBLE LN PALM DESERT 92260,Alice Marble Ln Palm Desert,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
808,Riverside,663311002,772,65775 BUENA VISTA AVE DESERT HOT SPRINGS 92240,Buena Vista Ave Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
809,Riverside,481150027,485,24320 FIR AVE MORENO VALLEY 92553,Fir Ave Moreno Valley,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
810,Riverside,455190027,452,32118 RANCH RD HOMELAND 92548,Ranch Rd Homeland,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
811,Riverside,291404006,72,22752 KINROSS LN MORENO VALLEY 92557,Kinross Ln Moreno Valley,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
812,Riverside,337224004,106,26534 SUN CITY BLVD MENIFEE 92586,Sun City Blvd Menifee,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
813,Riverside,102361007,2,3190 PUESTA DEL SOL CT CORONA 92882,Puesta Del Sol Ct Corona,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
814,Riverside,177170016,22,6161 MISSION BLVD RIVERSIDE 92509,Mission Blvd Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
815,Riverside,650290018,690,73170 RAMON RD THOUSAND PALMS 92276,Ramon Rd Thousand Palms,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
816,Riverside,600400033,626,79160 SHADOW TR LA QUINTA 92253,Shadow Tr La Quinta,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
817,Riverside,444206003,444,782 VIA CASITAS DR HEMET 92545,Via Casitas Dr Hemet,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
818,Riverside,763422026,891,51757 LA HERNANDEZ ST COACHELLA 92236,La Hernandez St Coachella,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
819,Riverside,257200010,41,21530 VIEWHEIGHTS ST RIVERSIDE 92507,Viewheights St Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
820,Riverside,165190001,18,9439 DELFERN LN RIVERSIDE 92509,Delfern Ln Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
821,Riverside,303443025,75,3963 PASEO DEL MAR DR PERRIS 92571,Paseo Del Mar Dr Perris,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
822,Riverside,677442011,826,32200 CATHEDRAL CANYON DR CATHEDRAL CITY 92234,Cathedral Canyon Dr Cathedral City,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
823,Riverside,445070004,445,1942 E OAKLAND AVE HEMET 92544,E Oakland Ave Hemet,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
824,Riverside,382110035,374,33408 SKYLARK DR LAKE ELSINORE 92530,Skylark Dr Lake Elsinore,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
825,Riverside,297034020,73,14151 VISTA GRANDE DR RIVERSIDE 92508,Vista Grande Dr Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
826,Riverside,845111015,917,500 W BARNARD ST BLYTHE 92225,W Barnard St Blythe,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
827,Riverside,656092038,697,15400 VIA VISTA DESERT HOT SPRINGS 92240,Via Vista Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
828,Riverside,661360052,749,8328 MEADOWS WAY DESERT HOT SPRINGS 92240,Meadows Way Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
829,Riverside,103022040,3,2552 AVENIDA DEL VISTA CORONA 92882,Avenida Del Vista Corona,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
830,Riverside,657093005,707,16154 VIA QUEDO DESERT HOT SPRINGS 92240,Via Quedo Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
831,Riverside,661360016,731,8271 SUMMIT PASS DESERT HOT SPRINGS 92240,Summit Pass Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
832,Riverside,411050006,405,994 7TH ST CALIMESA 92320,St Calimesa,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
833,Riverside,373181011,246,783 ACACIA ST LAKE ELSINORE 92530,Acacia St Lake Elsinore,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
834,Riverside,639061018,669,66068 SAN JOSE RD DESERT HOT SPRINGS 92240,San Jose Rd Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
835,Riverside,478201047,479,13759 REDLANDS BLVD MORENO VALLEY 92555,Redlands Blvd Moreno Valley,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
836,Riverside,661360047,748,8305 MEADOWS WAY DESERT HOT SPRINGS 92240,Meadows Way Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
837,Riverside,335413013,105,27017 RANGEWOOD ST MENIFEE 92586,Rangewood St Menifee,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
838,Riverside,438412019,428,1021 E COMMONWEALTH AVE SAN JACINTO 92583,E Commonwealth Ave San Jacinto,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
839,Riverside,610052029,633,43925 ANDRA CIR INDIO 92201,Andra Cir Indio,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
840,Riverside,620212018,636,38192 ROCK CIR PALM DESERT 92260,Rock Cir Palm Desert,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
841,Riverside,322210008,95,22620 FORREST RD PERRIS 92570,Forrest Rd Perris,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
842,Riverside,460281015,466,3231 MILL RIDGE DR HEMET 92545,Mill Ridge Dr Hemet,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
843,Riverside,126090014,5,2355 CHATTERTON LN NORCO 92860,Chatterton Ln Norco,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
844,Riverside,439170021,429,2469 S SAN JACINTO ST SAN JACINTO 92583,S San Jacinto St San Jacinto,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
845,Riverside,763041036,890,86050 CALLE PIZANO COACHELLA 92236,Calle Pizano Coachella,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
846,Riverside,402250009,404,10956 CHERRY AVE BEAUMONT 92223,Cherry Ave Beaumont,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
847,Riverside,639272006,672,66700 5TH ST DESERT HOT SPRINGS 92240,St Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
848,Riverside,360014006,160,30088 PUERTO VALLARTA WAY MENIFEE 92584,Puerto Vallarta Way Menifee,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
849,Riverside,393191012,403,26657 DRY FALLS DR CORONA 92883,Dry Falls Dr Corona,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
850,Riverside,209270040,29,2822 MAIN ST RIVERSIDE 92501,Main St Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
851,Riverside,693251039,844,73520 ARMAND WAY THOUSAND PALMS 92276,Armand Way Thousand Palms,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
852,Riverside,639272007,673,66700 5TH ST DESERT HOT SPRINGS 92240,St Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
853,Riverside,577430008,611,41680 EL CAMPO RD ANZA 92539,El Campo Rd Anza,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
854,Riverside,443314017,433,237 S BUENA VISTA ST HEMET 92543,S Buena Vista St Hemet,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
855,Riverside,347420043,137,28178 WELLS FARGO DR LAKE ELSINORE 92532,Wells Fargo Dr Lake Elsinore,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
856,Riverside,727205002,887,91466 4TH ST MECCA 92254,St Mecca,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
857,San Diego,5461913100,364,SAN DIEGO CA,San Diego,PASS,low,False,https://www.sdarcc.gov/content/arcc/home/divisions/recorder-clerk.html,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
858,Riverside,517162018,511,55536 SAN PIERRE RD WHITEWATER 92282,San Pierre Rd Whitewater,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
859,Riverside,661360043,746,8337 MEADOWS WAY DESERT HOT SPRINGS 92240,Meadows Way Desert Hot Springs,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
860,Riverside,155231004,15,8604 RANDOLPH ST RIVERSIDE 92503,Randolph St Riverside,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
861,Riverside,780412008,901,83105 ALVARADO AVE THERMAL 92274,Alvarado Ave Thermal,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
862,Riverside,282792010,63,2625 VERNA DR CORONA 92883,Verna Dr Corona,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
863,Riverside,102083027,1,1037 SERFAS CLUB DR CORONA 92882,Serfas Club Dr Corona,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
864,Riverside,620321035,637,39244 ONE HORSE WAY PALM DESERT 92260,One Horse Way Palm Desert,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
865,Riverside,571270080,602,39405 DUSTY TR HEMET 92544,Dusty Tr Hemet,REVIEW,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
866,Riverside,569040015,593,42185 OAK CANYON DR HEMET 92544,Oak Canyon Dr Hemet,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
867,Riverside,130030001,6,8290 HELLMAN AVE EASTVALE 92880,Hellman Ave Eastvale,PASS,medium,False,https://webselfservice.riversideacr.com/Web/action/ACTIONGROUP2111S1,https://www.sos.ca.gov/business-programs/ucc/,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=RTC&sectionNum=3712.,,,,,,,
